Time/Second,Task_No,Time Stamp,OperationMode,isCollision,isCompliance,isReadyToMove,ToolPosition_x,ToolPosition_y,ToolPosition_z,ToolPosition_A,ToolPosition_b,ToolPosition_c,ToolForce_x,ToolForce_y,ToolForce_z,ToolTorque_x,ToolTorque_y,ToolTorque_z,JointPosition,JointPosition,JointPosition,JointPosition,JointPosition,JointPosition,JointPosition,Tool_Velocity,Tool_Acceleration
0,1,1573824379,AUT,FALSE,FALSE,TRUE,471.9576901,-399.9630287,169.9606608,-179.9989108,-0.013021965,179.9956532,-19.45180839,-1.417044011,8.470555447,-0.191115171,2.173549856,0.065620071,-65.20497323,53.43141975,41.75945206,-78.18177338,-37.15469055,62.34344329,-17.80862847,0.5,1
0.100282907,1,1573824379,AUT,FALSE,TRUE,TRUE,473.9983089,-399.6173223,169.462347,-179.9861304,0.346183593,-179.9424843,-20.10813093,-5.698441571,11.63969448,-1.015163923,1.847539606,0.094639108,-65.13223,53.47677269,41.76498298,-78.14629783,-37.15330627,62.04930839,-17.7620842,1,1
0.200827837,1,1573824379,AUT,FALSE,TRUE,TRUE,473.9983089,-399.6173223,169.462347,-179.9861304,0.346183593,-179.9424843,-20.10813093,-5.698441571,11.63969448,-1.015163923,1.847539606,0.094639108,-65.13223,53.47677269,41.76498298,-78.14629783,-37.15330627,62.04930839,-17.7620842,1,1
0.301411867,1,1573824379,AUT,FALSE,TRUE,TRUE,486.7862129,-394.0168917,162.0213913,-179.9508402,0.532066109,179.8974273,-12.96506465,-3.74511681,6.106929657,-0.656178541,1.178821182,0.104415512,-63.73568917,54.78468818,41.69930534,-76.92764625,-37.48095153,61.87633552,-16.85719872,1,1
0.402004957,1,1573824379,AUT,FALSE,TRUE,TRUE,502.4527776,-392.6719973,153.9637184,179.9505784,0.451952094,-179.9258682,-2.020032212,-4.538443671,-1.706696888,-0.571515057,-0.430644176,0.035378872,-61.76791764,56.65998573,41.36628227,-74.50202293,-38.32244934,62.34055252,-15.96749497,1,1
0.502539873,1,1573824379,AUT,FALSE,TRUE,TRUE,518.511099,-396.5923419,153.0888647,-179.9430717,0.484596484,-179.8520545,-5.061911967,-2.313282531,-1.715340589,-0.389439728,-0.283839655,-0.177135126,-60.0750721,58.39540672,41.27657203,-70.94177628,-38.63927856,63.78327713,-16.26741829,1,1
0.603086948,1,1573824379,AUT,FALSE,TRUE,TRUE,518.511099,-396.5923419,153.0888647,-179.9430717,0.484596484,-179.8520545,-5.061911967,-2.313282531,-1.715340589,-0.389439728,-0.283839655,-0.177135126,-58.40202943,59.84247779,41.51529464,-66.68702201,-38.6365924,66.20992012,-16.91832734,1,1
0.703678846,1,1573824379,AUT,FALSE,TRUE,TRUE,535.3829577,-401.8847301,160.3874021,-179.9389136,0.487026119,-179.8297934,-6.581910712,-0.280378123,-1.507221874,0.330307674,0.201529677,-0.198735798,-58.40202943,59.84247779,41.51529464,-66.68702201,-38.6365924,66.20992012,-16.91832734,1,1
0.804435015,1,1573824379,AUT,FALSE,TRUE,TRUE,553.2312287,-405.0362162,167.1010711,-179.9307464,0.377269946,-179.8932603,-1.290850233,0.656539749,2.363980783,0.527520033,-0.185002462,-0.442131916,-56.37082558,61.36136856,41.60306168,-62.0219387,-38.55982543,68.83520622,-17.57693711,1,1
0.905117989,1,1573824379,AUT,FALSE,TRUE,TRUE,570.1499007,-405.1608503,167.6965322,-179.8840622,0.216918201,-179.9311739,3.177631478,-0.646251363,1.239010681,0.08151049,-1.05220365,-0.553060168,-54.22798004,63.0896038,41.39790916,-57.90877761,-38.59286132,70.72254066,-17.9492363,1,1
1.006078005,1,1573824380,AUT,FALSE,TRUE,TRUE,584.3723473,-402.0550731,164.9496181,-179.7511776,0.210095347,179.8825204,3.177631478,-0.646251363,1.239010681,0.08151049,-1.05220365,-0.553060168,-52.36349716,64.6624443,41.25942649,-54.79536209,-38.63400512,71.86870994,-18.11344758,1,1
1.106601954,1,1573824380,AUT,FALSE,TRUE,TRUE,584.3723473,-402.0550731,164.9496181,-179.7511776,0.210095347,179.8825204,3.508912187,5.728954525,0.811701681,0.533906919,-0.940928844,-1.303641764,-52.36349716,64.6624443,41.25942649,-54.79536209,-38.63400512,71.86870994,-18.11344758,1,1
1.207163811,1,1573824380,AUT,FALSE,TRUE,TRUE,600.0107513,-390.0066225,163.0784574,-179.6421793,0.109389553,179.7654363,6.791390109,7.972151118,-2.668589403,0.870101982,-1.452538318,-1.651583406,-50.20649987,65.80881614,41.28694725,-52.59090385,-38.79024169,72.77766037,-17.31363602,1,1
1.307749987,1,1573824380,AUT,FALSE,TRUE,TRUE,607.7825924,-374.9920312,164.7330195,-179.6089541,-0.189245823,179.6675661,10.28745286,7.073884378,-2.525775995,0.306053037,-1.395218777,-1.881787827,-48.89488678,65.71117859,41.35677566,-52.59976158,-38.77363037,73.17623405,-16.01843376,1,1
