Time/Second,Task_No,Time Stamp,OperationMode,isCollision,isCompliance,isReadyToMove,ToolPosition_x,ToolPosition_y,ToolPosition_z,ToolPosition_A,ToolPosition_b,ToolPosition_c,ToolForce_x,ToolForce_y,ToolForce_z,ToolTorque_x,ToolTorque_y,ToolTorque_z,JointPosition,JointPosition,JointPosition,JointPosition,JointPosition,JointPosition,JointPosition,Tool_Velocity,Tool_Acceleration
0,1,1573825147,AUT,FALSE,FALSE,TRUE,471.9645083,-400.013634,169.9595305,-179.997865,-0.007292377,-179.9980427,-1.588268621,-0.998518451,1.58130585,-0.170366426,0.502467726,0.0822163,-73.93917275,62.76357078,61.14402466,-78.18071251,-55.4708496,70.96467933,-8.861194613,0.5,1
0.100279808,1,1573825147,AUT,FALSE,TRUE,TRUE,471.919727,-399.9763734,169.8522109,-179.997018,-0.021461081,179.9874386,-1.940724233,-0.835838476,2.752807295,-0.220277151,0.502340406,0.035953635,-73.93850327,62.76936951,61.14331741,-78.18060264,-55.47111877,70.97394218,-8.861795431,1,1
0.200886965,1,1573825147,AUT,FALSE,TRUE,TRUE,471.7452523,-399.5859242,168.2065106,-179.987185,-0.082762181,179.8506021,-1.940724233,-0.835838476,2.752807295,-0.220277151,0.502340406,0.035953635,-73.93525887,62.93908081,61.13702087,-78.17825775,-55.49259155,70.97546997,-8.861702731,1,1
0.301448822,1,1573825148,AUT,FALSE,TRUE,TRUE,471.7452523,-399.5859242,168.2065106,-179.987185,-0.082762181,179.8506021,-1.395100284,-0.625912862,3.660745075,-0.239830378,0.584573122,0.044905681,-73.93525887,62.93908081,61.13702087,-78.17825775,-55.49259155,70.97546997,-8.861702731,1,1
0.401983976,1,1573825148,AUT,FALSE,TRUE,TRUE,472.4828103,-400.6368963,163.7289629,-179.9837594,0.05099099,179.9452108,-3.211774042,-0.223063254,1.797714209,-0.321435414,0.369052235,-0.110087703,-73.86276284,63.34935493,60.97222252,-78.11797371,-55.89798156,70.5688385,-8.779133606,1,1
0.502515793,1,1573825148,AUT,FALSE,TRUE,TRUE,475.9140329,-400.0263729,159.2003978,-179.9555741,0.082283061,179.9180119,0.705330472,-0.254426112,-0.088102884,-0.46990172,-0.418690097,-0.278560158,-73.45031891,64.02516861,60.96010323,-77.70193519,-56.37509033,70.46713256,-8.557453538,1,1
0.603068829,1,1573825148,AUT,FALSE,TRUE,TRUE,475.9140329,-400.0263729,159.2003978,-179.9555741,0.082283061,179.9180119,0.705330472,-0.254426112,-0.088102884,-0.46990172,-0.418690097,-0.278560158,-73.45031891,64.02516861,60.96010323,-77.70193519,-56.37509033,70.46713256,-8.557453538,1,1
0.703603983,1,1573825148,AUT,FALSE,TRUE,TRUE,477.8407267,-400.0627926,157.920906,-179.9541636,0.039405667,179.9248613,1.711841257,1.102567122,-1.102715911,-0.10654396,-0.463912258,-0.236943928,-73.17694817,64.32849426,60.97541198,-77.35547104,-56.57868896,70.59079056,-8.495590213,1,1
0.804167986,1,1573825148,AUT,FALSE,TRUE,TRUE,478.5879892,-400.0023597,158.1585134,-179.9428223,0.044217923,179.9278371,1.992845119,0.905455443,-0.709228599,-0.211654234,-0.607785074,-0.269923534,-73.08042984,64.38010597,61.00691528,-77.22265663,-56.60391357,70.66560058,-8.495380788,1,1
0.904761791,1,1573825148,AUT,FALSE,TRUE,TRUE,478.3651553,-400.1411087,159.2693532,-179.9473654,-0.000264557,179.9737391,0.736329309,-0.030287291,0.159372125,-0.211360702,-0.189006028,-0.246009126,-73.10720902,64.30193824,61.07499961,-77.22176056,-56.60193054,70.78758316,-8.494920731,1,1
