Time/Second,Task_No,Time Stamp,OperationMode,isCollision,isCompliance,isReadyToMove,ToolPosition_x,ToolPosition_y,ToolPosition_z,ToolPosition_A,ToolPosition_b,ToolPosition_c,ToolForce_x,ToolForce_y,ToolForce_z,ToolTorque_x,ToolTorque_y,ToolTorque_z,JointPosition,JointPosition,JointPosition,JointPosition,JointPosition,JointPosition,JointPosition,Tool_Velocity,Tool_Acceleration
0,1,1572439276,AUT,FALSE,FALSE,TRUE,471.961756,-400.0234605,169.9635634,-179.9939476,-0.008659938,-179.9978189,-2.636645433,-1.793631052,2.100270795,-0.445719498,0.651474796,0.137952274,-70.91905861,58.64495429,53.64172554,-78.17865944,-48.29108642,67.1201271,-12.09678841,0.5,1
0.100430965,1,1572439276,AUT,FALSE,FALSE,TRUE,471.961756,-400.0234605,169.9635634,-179.9939476,-0.008659938,-179.9978189,-2.636645433,-1.793631052,2.100270795,-0.445719498,0.651474796,0.137952274,-70.91905861,58.64495429,53.64172554,-78.17865944,-48.29108642,67.1201271,-12.09678841,0.5,1
0.201264858,1,1572439276,AUT,FALSE,TRUE,TRUE,471.7619784,-399.7988489,169.324389,-179.9886892,-0.069359459,179.925941,-0.425743642,-0.09427267,3.094776617,-0.348275417,0.397760075,0.036621032,-70.91728706,58.69441338,53.64055481,-78.17837104,-48.29156982,67.1580265,-12.10058556,1,1
0.301817894,1,1572439276,AUT,FALSE,TRUE,TRUE,471.7619784,-399.7988489,169.324389,-179.9886892,-0.069359459,179.925941,-0.425743642,-0.09427267,3.094776617,-0.348275417,0.397760075,0.036621032,-70.91728706,58.69441338,53.64055481,-78.17837104,-48.29156982,67.1580265,-12.10058556,1,1
0.402298927,1,1572439276,AUT,FALSE,TRUE,TRUE,471.2502701,-401.1545095,162.9764482,-179.9498893,-0.066491541,179.9256177,0.085919317,-0.05790708,2.680084436,-0.436695289,0.226462645,-0.16425318,-70.91001892,59.22713013,53.42141189,-78.17724494,-48.68418823,66.73122482,-12.10087052,1,1
0.502760887,1,1572439276,AUT,FALSE,TRUE,TRUE,471.2502701,-401.1545095,162.9764482,-179.9498893,-0.066491541,179.9256177,0.085919317,-0.05790708,2.680084436,-0.436695289,0.226462645,-0.16425318,-70.91001892,59.22713013,53.42141189,-78.17724494,-48.68418823,66.73122482,-12.10087052,1,1
0.60322094,1,1572439277,AUT,FALSE,TRUE,TRUE,471.0513838,-402.6381318,153.8085675,-179.8689575,0.027706101,179.8737795,-0.315896772,0.543569387,1.061716122,-0.505713881,0.02900501,-0.300342793,-70.90303573,60.07076683,53.12439651,-78.16864814,-49.24249694,65.99607124,-12.0970974,1,1
0.703719854,1,1572439277,AUT,FALSE,TRUE,TRUE,471.0513838,-402.6381318,153.8085675,-179.8689575,0.027706101,179.8737795,-0.315896772,0.543569387,1.061716122,-0.505713881,0.02900501,-0.300342793,-70.90303573,60.07076683,53.12439651,-78.16864814,-49.24249694,65.99607124,-12.0970974,1,1
0.804255009,1,1572439277,AUT,FALSE,TRUE,TRUE,472.6536073,-402.8640589,147.2702571,-179.9051613,0.223228301,179.8529326,-3.764243062,0.820286056,-0.626159063,-0.467486057,-0.088075646,-0.395880019,-70.86073151,60.77869834,52.99909058,-78.10588188,-49.76345764,65.46666756,-11.90914879,1,1
0.904768944,1,1572439277,AUT,FALSE,TRUE,TRUE,472.6536073,-402.8640589,147.2702571,-179.9051613,0.223228301,179.8529326,-3.764243062,0.820286056,-0.626159063,-0.467486057,-0.088075646,-0.395880019,-70.86073151,60.77869834,52.99909058,-78.10588188,-49.76345764,65.46666756,-11.90914879,1,1
1.005254984,1,1572439277,AUT,FALSE,TRUE,TRUE,480.4270695,-398.9643347,149.6908137,-179.9373572,0.256448955,179.9155404,-3.94912931,-0.706238445,1.974382722,-0.334411891,0.090023101,-0.186115991,-69.94128227,61.03294258,53.30708541,-77.32384757,-49.91591491,65.95914344,-11.26458779,1,1
1.105690956,1,1572439277,AUT,FALSE,TRUE,TRUE,480.4270695,-398.9643347,149.6908137,-179.9373572,0.256448955,179.9155404,-3.94912931,-0.706238445,1.974382722,-0.334411891,0.090023101,-0.186115991,-69.94128227,61.03294258,53.30708541,-77.32384757,-49.91591491,65.95914344,-11.26458779,1,1
1.206167936,1,1572439277,AUT,FALSE,TRUE,TRUE,494.5717305,-394.6994412,151.1930648,-179.9870486,0.294537114,-179.9755793,-5.368332892,-0.833072738,2.570311903,-0.138273248,0.19999697,-0.09438733,-68.49880829,61.44551696,53.20604553,-75.50348167,-49.91330566,66.701548,-10.70560341,1,1
1.306638002,1,1572439277,AUT,FALSE,TRUE,TRUE,494.5717305,-394.6994412,151.1930648,-179.9870486,0.294537114,-179.9755793,-5.368332892,-0.833072738,2.570311903,-0.138273248,0.19999697,-0.09438733,-68.49880829,61.44551696,53.20604553,-75.50348167,-49.91330566,66.701548,-10.70560341,1,1
1.407202005,1,1572439277,AUT,FALSE,TRUE,TRUE,512.8414231,-392.7960098,152.3745992,179.9664653,0.335661041,-179.9960261,-5.526199371,-1.795696217,1.748802878,-0.598275482,-0.017592876,0.102695148,-66.27718734,62.52327232,53.15444069,-72.39835739,-49.91676086,67.95991516,-10.60111313,1,1
1.507698059,1,1572439277,AUT,FALSE,TRUE,TRUE,512.8414231,-392.7960098,152.3745992,179.9664653,0.335661041,-179.9960261,-5.526199371,-1.795696217,1.748802878,-0.598275482,-0.017592876,0.102695148,-66.27718734,62.52327232,53.15444069,-72.39835739,-49.91676086,67.95991516,-10.60111313,1,1
1.608167887,1,1572439278,AUT,FALSE,TRUE,TRUE,531.9771693,-395.0948564,152.9447101,179.9633883,0.293924693,-179.956075,-1.17745235,-1.688764384,1.653811146,-0.508074007,-0.571714062,0.156993448,-63.75196953,63.99519653,52.92080269,-69.02635116,-49.92595642,69.3096508,-11.16799393,1,1
1.7086339,1,1572439278,AUT,FALSE,TRUE,TRUE,531.9771693,-395.0948564,152.9447101,179.9633883,0.293924693,-179.956075,-1.17745235,-1.688764384,1.653811146,-0.508074007,-0.571714062,0.156993448,-63.75196953,63.99519653,52.92080269,-69.02635116,-49.92595642,69.3096508,-11.16799393,1,1
1.809149981,1,1572439278,AUT,FALSE,TRUE,TRUE,550.5844392,-398.1387133,153.3302231,179.9423817,0.344558109,179.9907566,-2.558153602,-0.733561947,0.789283902,-0.356981816,-0.240753908,0.207898386,-61.35952835,65.68639412,52.75173339,-64.66133194,-49.9657489,71.19899368,-11.98431588,1,1
1.909739971,1,1572439278,AUT,FALSE,TRUE,TRUE,550.5844392,-398.1387133,153.3302231,179.9423817,0.344558109,179.9907566,-2.558153602,-0.733561947,0.789283902,-0.356981816,-0.240753908,0.207898386,-58.92110939,67.23821296,52.74389877,-60.20048789,-50.04404296,72.68527221,-12.63840409,1,1
2.010388851,1,1572439278,AUT,FALSE,TRUE,TRUE,565.6604504,-399.491516,155.232117,179.9503976,0.352604559,179.9877424,-3.760013984,-0.338061918,0.238599419,-0.288215092,-0.202309966,0.334204849,-58.92110939,67.23821296,52.74389877,-60.20048789,-50.04404296,72.68527221,-12.63840409,1,1
2.111063957,1,1572439278,AUT,FALSE,TRUE,TRUE,565.6604504,-399.491516,155.232117,179.9503976,0.352604559,179.9877424,-3.760013984,-0.338061918,0.238599419,-0.288215092,-0.202309966,0.334204849,-56.33984069,68.74321632,52.67067146,-55.45000991,-50.05916564,74.70080681,-13.48720436,1,1
2.211750984,1,1572439278,AUT,FALSE,TRUE,TRUE,583.9262864,-400.4991053,158.3844092,179.9029558,0.252070944,179.995093,-0.305032346,-0.400959987,1.602372484,-0.200689036,-0.542807127,0.365797867,-56.33984069,68.74321632,52.67067146,-55.45000991,-50.05916564,74.70080681,-13.48720436,1,1
2.312201977,1,1572439278,AUT,FALSE,TRUE,TRUE,583.9262864,-400.4991053,158.3844092,179.9029558,0.252070944,179.995093,-0.305032346,-0.400959987,1.602372484,-0.200689036,-0.542807127,0.365797867,-56.33984069,68.74321632,52.67067146,-55.45000991,-50.05916564,74.70080681,-13.48720436,1,1
2.412672997,1,1572439278,AUT,FALSE,TRUE,TRUE,595.6514178,-404.1142051,157.6134656,-179.9977536,-0.03386282,179.9826155,8.46871191,1.997240332,0.28947146,0.051988818,-1.460266738,0.026985152,-54.29919891,70.16161994,52.33216896,-51.45579986,-50.05672668,76.24493179,-14.68704186,1,1
