Time/Second,Task_No,Time Stamp,OperationMode,isCollision,isCompliance,isReadyToMove,ToolPosition_x,ToolPosition_y,ToolPosition_z,ToolPosition_A,ToolPosition_b,ToolPosition_c,ToolForce_x,ToolForce_y,ToolForce_z,ToolTorque_x,ToolTorque_y,ToolTorque_z,JointPosition,JointPosition,JointPosition,JointPosition,JointPosition,JointPosition,JointPosition,Tool_Velocity,Tool_Acceleration
0,1,1571922519,AUT,FALSE,FALSE,TRUE,471.9811594,-399.9859219,169.9821435,-179.9992083,-0.00778611,-179.9992831,-2.406443582,-0.478876728,1.848736246,-0.211829588,0.397709932,0.064150361,-77.69336586,71.09954681,73.76990776,-78.18041381,-67.77330688,78.91072998,-4.420239263,0.5,1
0.100313902,1,1571922519,AUT,FALSE,TRUE,TRUE,471.9811594,-399.9859219,169.9821435,-179.9992083,-0.00778611,-179.9992831,-2.406443582,-0.478876728,1.848736246,-0.268300011,0.498377112,0.100248582,-77.69336586,71.09954681,73.76990776,-78.18041381,-67.77330688,78.91072998,-4.420239263,1,1
0.20131588,1,1571922519,AUT,FALSE,TRUE,TRUE,469.0243319,-401.7464185,165.1629902,179.9964837,-0.488267459,-179.9222153,2.69070237,-1.021259272,11.91361075,-0.134163141,1.47107988,0.044194088,-77.7059555,71.12803917,73.21352234,-78.22465439,-67.7738507,78.78181228,-4.58294335,1,1
0.301853895,1,1571922519,AUT,FALSE,TRUE,TRUE,469.0243319,-401.7464185,165.1629902,179.9964837,-0.488267459,-179.9222153,2.69070237,-1.021259272,11.91361075,-0.134163141,1.47107988,0.044194088,-77.7059555,71.12803917,73.21352234,-78.22465439,-67.7738507,78.78181228,-4.58294335,1,1
0.402388811,1,1571922519,AUT,FALSE,TRUE,TRUE,467.0762234,-401.7048735,138.2373039,-179.9523648,-0.062793171,179.9070635,-5.221695356,0.44415687,1.750633071,-0.641523172,1.051056057,-0.406907399,-77.81136246,72.07185745,71.34138679,-78.95563316,-68.29105407,76.24438934,-4.550609212,1,1
0.502874851,1,1571922519,AUT,FALSE,TRUE,TRUE,469.5317308,-398.9234779,127.2212596,-179.9488318,-0.007247771,179.885137,-0.975603865,0.429394392,0.843137514,-0.494815554,0.362974346,-0.32902741,-77.47088584,73.76713371,71.04353714,-79.18349648,-69.78383239,75.30314941,-3.704256825,1,1
0.603404999,1,1571922519,AUT,FALSE,TRUE,TRUE,469.5317308,-398.9234779,127.2212596,-179.9488318,-0.007247771,179.885137,-0.975603865,0.429394392,0.843137514,-0.494815554,0.362974346,-0.32902741,-77.18084678,74.59271164,71.56433716,-79.06609726,-70.65009887,75.53253708,-3.143318944,1,1
0.703933001,1,1571922520,AUT,FALSE,TRUE,TRUE,472.7874394,-396.2232896,124.1681304,-179.9559483,0.060933145,179.8734518,0.464466937,1.345812341,-3.11660139,-0.101128596,0.145740066,-0.116005037,-77.18084678,74.59271164,71.56433716,-79.06609726,-70.65009887,75.53253708,-3.143318944,1,1
0.804474831,1,1571922520,AUT,FALSE,TRUE,TRUE,474.9714227,-395.0982263,125.8197401,-179.9846135,0.050873079,179.8829395,0.646929766,0.286812163,0.7684901,-0.203921618,-0.168333905,-0.042968283,-76.95518417,74.7387783,71.94641761,-78.84433823,-70.85371948,75.93792572,-2.959898763,1,1
0.905030966,1,1571922520,AUT,FALSE,TRUE,TRUE,476.8228818,-395.9519655,128.3945515,179.9684447,0.104643898,-179.9481412,0.646929766,0.286812163,0.7684901,-0.203921618,-0.168333905,-0.042968283,-76.74938621,74.59238548,72.02866744,-78.52802467,-70.83064819,76.08896713,-2.969707494,1,1
1.005566835,1,1571922520,AUT,FALSE,TRUE,TRUE,476.8228818,-395.9519655,128.3945515,179.9684447,0.104643898,-179.9481412,-0.602919307,-0.153516991,1.218693652,0.13526235,-0.331432434,0.11963591,-76.74938621,74.59238548,72.02866744,-78.52802467,-70.83064819,76.08896713,-2.969707494,1,1
1.106050014,1,1571922520,AUT,FALSE,TRUE,TRUE,480.4868096,-395.2549254,131.3193329,179.973849,0.170321685,-179.9317623,-0.602919307,-0.153516991,1.218693652,0.13526235,-0.331432434,0.11963591,-76.42817344,74.50376701,72.20642624,-78.12327118,-70.71117187,76.37182044,-2.987834931,1,1
1.206575871,1,1571922520,AUT,FALSE,TRUE,TRUE,480.4868096,-395.2549254,131.3193329,179.973849,0.170321685,-179.9317623,-3.191052415,-0.25474728,3.147013142,0.236184498,-0.197674081,0.062241163,-76.42817344,74.50376701,72.20642624,-78.12327118,-70.71117187,76.37182044,-2.987834931,1,1
1.307089806,1,1571922520,AUT,FALSE,TRUE,TRUE,486.6693569,-393.7233351,131.9005918,179.9759419,0.205017086,-179.9217615,-3.191052415,-0.25474728,3.147013142,0.236184498,-0.197674081,0.062241163,-75.50322074,74.64095878,72.21769409,-77.22510109,-70.66613891,76.58242493,-2.91581955,1,1
1.407668829,1,1571922520,AUT,FALSE,TRUE,TRUE,486.6693569,-393.7233351,131.9005918,179.9759419,0.205017086,-179.9217615,-4.775100651,-1.149823256,2.454489542,0.173600692,0.162931466,0.132342957,-75.50322074,74.64095878,72.21769409,-77.22510109,-70.66613891,76.58242493,-2.91581955,1,1
1.508183002,1,1571922520,AUT,FALSE,TRUE,TRUE,498.6900265,-393.4000981,131.8663114,179.9084729,0.293490595,-179.9127363,-6.412329865,-0.735433481,2.229368381,0.212625708,0.410961334,0.371496076,-73.90530052,75.10302314,72.15510635,-75.22200164,-70.6695996,76.96734123,-3.09664765,1,1
1.608696938,1,1571922520,AUT,FALSE,TRUE,TRUE,498.6900265,-393.4000981,131.8663114,179.9084729,0.293490595,-179.9127363,-6.412329865,-0.735433481,2.229368381,0.212625708,0.410961334,0.371496076,-73.90530052,75.10302314,72.15510635,-75.22200164,-70.6695996,76.96734123,-3.09664765,1,1
1.709195852,1,1571922521,AUT,FALSE,TRUE,TRUE,516.4779499,-394.0245991,131.9198264,179.9282547,0.353269361,-179.9173689,-6.58171164,-1.828494007,2.740287996,-0.18413099,0.114909953,0.435446282,-71.42932548,75.88089981,72.08823394,-71.85254631,-70.68600769,77.67652244,-3.747985844,1,1
1.809987783,1,1571922521,AUT,FALSE,TRUE,TRUE,516.4779499,-394.0245991,131.9198264,179.9282547,0.353269361,-179.9173689,-6.58171164,-1.828494007,2.740287996,-0.18413099,0.114909953,0.435446282,-71.42932548,75.88089981,72.08823394,-71.85254631,-70.68600769,77.67652244,-3.747985844,1,1
1.91067481,1,1571922521,AUT,FALSE,TRUE,TRUE,538.247527,-395.8296654,132.1727623,179.9186362,0.375186488,-179.9006287,-8.075859742,0.473442235,1.953149904,0.421151285,0.769544037,0.391496593,-68.92868614,76.67463798,71.97716903,-67.24639778,-70.6847937,78.68235855,-4.859383394,1,1
2.011600971,1,1571922521,AUT,FALSE,TRUE,TRUE,538.247527,-395.8296654,132.1727623,179.9186362,0.375186488,-179.9006287,-8.075859742,0.473442235,1.953149904,0.421151285,0.769544037,0.391496593,-65.19478683,77.83083229,71.90814056,-62.61436958,-70.68389831,79.7093811,-6.112810137,1,1
2.11212182,1,1571922521,AUT,FALSE,TRUE,TRUE,557.8380226,-397.5849518,132.7794685,179.9405175,0.346034902,-179.918302,0.010363162,-2.947073907,1.725907156,-0.435842513,-0.787271475,0.327231328,-65.19478683,77.83083229,71.90814056,-62.61436958,-70.68389831,79.7093811,-6.112810137,1,1
2.212638855,1,1571922521,AUT,FALSE,TRUE,TRUE,557.8380226,-397.5849518,132.7794685,179.9405175,0.346034902,-179.918302,0.010363162,-2.947073907,1.725907156,-0.435842513,-0.787271475,0.327231328,-65.19478683,77.83083229,71.90814056,-62.61436958,-70.68389831,79.7093811,-6.112810137,1,1
2.313127995,1,1571922521,AUT,FALSE,TRUE,TRUE,582.5104327,-399.0501982,133.7721665,179.9756199,0.320713411,-179.9374657,-1.964013073,0.897090617,1.450263634,0.329612218,0.275603526,0.194305101,-61.26284866,79.00939407,71.86430854,-56.4813446,-70.68378845,81.06719169,-7.9162365,1,1
2.413643837,1,1571922521,AUT,FALSE,TRUE,TRUE,582.5104327,-399.0501982,133.7721665,179.9756199,0.320713411,-179.9374657,-1.964013073,0.897090617,1.450263634,0.329612218,0.275603526,0.194305101,-61.26284866,79.00939407,71.86430854,-56.4813446,-70.68378845,81.06719169,-7.9162365,1,1
